CODIGO;EMPRESA;ANO;ANO&COD;1.DEC_Apurada;1.1.DEC_Limite;1.2.DEC_V8;2.FEC_Apurada;2.1.FEC_Limite;2.2.FEC_V8;3.0.Fator_Q;4.0.Desc_Perdas_Nao_Tec;5.DGC;6.UC_Total;7.UC_AT;8.UC_MT;9.UC_BT;10.Mercado_Total;11.Mercado_AT;12.Mercado_MT;13.Mercado_BT;14.Peso_AT;15.Peso_MT;16.Peso_BT;17.Ind_Salarial;18.1.Custos_Operacionais;18.1.1.Custos_Operacionais_H;18.1.2.Custos_Operacionais_AJ;18.2.Pessoal;18.2.1.Pessoal_H;18.3.Materiais;18.3.1.Materiais_H;18.4.Serv_Terceiros;18.4.1.Serv_Terceiros_H;18.5.Seguros;18.5.1.Seguros_H;18.6.Tributos;18.6.1.Tributos_H;18.7.Outros;18.7.1.Outros_H;18.8.Estagiario;18.8.1.Estagiario_H;18.9.Comunicacao;18.9.1.Comunicacao_H;19.0.Cond_TOTAIS;19.1.Cond_Trab;19.1.1.Cond_Trab_H;19.2.Cond_Civeis;19.2.1.Cond_Civeis_H;19.3.Cond_Fiscais;19.3.1.Cond_Fiscais_H;19.4.Cond_Ambientais;19.4.1.Cond_Ambientais_H;19.5.Cond_Outras;19.5.1.Cond_Outras_H;20.Contrib_CCEE;20.1.Contrib_CCEE_H;21.Custos_de_Desativacao;21.1.Custos_de_Desativacao_H;27.Demanda_Total;28.Demanda_AT;29.Demanda_MT;30.Demanda_BT;34.PNT_Medidas;35.Meta_PNT;35.2.Meta_PNT_4CRTP;37.Rede;38.0.1.BT_DIST_SEM_RAMAL;38.0.2.BT_DIST_COM_RAMAL;38.0.3.BT_DIST_AER_MUX;38.1.BT_AEREA_DIST;38.2.BT_MUX_DIST;38.3.BT_SUBTERR_DIST;38.4.BT_RAMAL_RAMAL_DIST;39.0.1.MT_DIST;39.0.2.MT_DIST_AER_MUX;39.1.MT_AEREA_DIST;39.2.MT_MUX_DIST;39.3.MT_SUBTERR_DIST;40.0.1.AT_DIST;40.0.2.AT_DIST_AER_MUX;40.1.AT_AEREA_DIST;40.2.AT_MUX_DIST;40.3.AT_SUBTERR_DIST;43.Trafos_Distribuicao;45.Trafos_AT;45.1.Trafos_69;45.2.Trafos_88_138;45.3.Trafos_230;46.Subestacoes_MT;47.Subestacoes_AT;47.1.Subestacoes_69;47.2.Subestacoes_88_138;47.3.Subestacoes_230;48.MVA_Total;49.MVA_MT;50.MVA_AT;50.1.MVA_69;50.2.MVA_88_138;50.3.MVA_230;61.Compensacoes_Q;62.Compensacoes_Reais
D49;SANTAMARIA;2012;2012D49;7.59;13.07;11.81;6.79;10.91;ND;ND;ND;0.601542004;95863;ND;ND;ND;458867.122;0;112130.175;346736.947;0;0.181263845;0.818736155;1.020352789;36619213.31;26754006.14;35995364.47;22203382.33;16192006.14;3931190.666;2903000;9072228.373;6616000;689278.694;509000;74480.01605;55000;648653.2307;479000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;7492.1;717.1;717.1;717.1;573.8;143.3;ND;ND;6672;6672;6671.5;0.5;ND;103;103;103;ND;ND;11273;11;7;4;0;0;6;4;2;0;424;0;424;216;208;0;ND;ND
D50;ENERGISA MG;2012;2012D50;10.15;11.95;9.09;8.87;11.76;ND;ND;ND;0.801812043;403866;ND;ND;ND;1427258.959;210535.225;354551.317;862172.417;0.038999123;0.194083693;0.766917184;1.020352789;119958282.3;87586357.4;117794924.3;40226428.35;29335466.33;7103966.562;5245946.25;68229877.91;49757221.01;750315.8662;554073.09;288973.3893;213393.3;3358720.227;2480257.42;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;164539.2011;119991.6173;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;56427;55;25;30;0;6;38;24;14;0;882.78;18.45;864.33;233.6;630.73;0;ND;ND
D51;ENERGISA MS;2012;2012D51;12.73;14.49;9.55;8.08;12;ND;ND;ND;0.775935128;878906;ND;ND;ND;4320818.911;248832.34;1452204.966;2619781.605;0.019273128;0.314490992;0.66623588;0.921207296;360492074.3;263280000;387715621.3;152775722.5;111413000;12721186.74;9394000;165509203.8;120699000;1566788.701;1157000;3653583.333;2698000;24265589.23;17919000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;627628.2301;457703.2455;ND;ND;ND;ND;ND;ND;ND;ND;ND;72834;ND;ND;ND;ND;ND;ND;ND;69188.2;69175.6;69175.6;ND;12.6;3645.8;3645.8;3645.8;ND;ND;54408;99;9;90;0;45;51;6;45;0;1909.25;171;1738.25;57.25;1681;0;ND;ND
D52;ENF;2012;2012D52;9.17;13.32;6.3;7.6;11.85;ND;ND;ND;0.664894325;96010;ND;ND;ND;353011.522;10810.579;96648.069;245552.874;0.0021076;0.143721414;0.854170987;1.020352789;36035063.76;26302639.82;35367828.31;12543253.42;9147274.65;1311585.459;968544.37;20907471.35;15246951.99;167493.6258;123686.19;164800.5638;121697.49;940459.3388;694485.13;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3375;6;4;2;0;1;5;3;2;0;127.02;0.27;126.75;108;18.75;0;ND;ND
D53;ENERGISA PB;2012;2012D53;18.32;27.8;10.21;11.1;18.19;ND;ND;ND;0.634609102;1217513;ND;ND;ND;3960828.728;854267.666;812740.599;2293820.463;0.045507279;0.185563447;0.768929274;0.876782605;285330346.5;208347051.6;321340872.7;141457918.7;103159395;17285100.74;12764236.52;114783523.6;83706864.61;1043614.621;770660.47;975583.5862;720422.74;9784605.298;7225472.28;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;510621.3066;372374.9475;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;51069;79;79;0;0;0;61;61;0;0;1067;0;1067;1067;0;0;ND;ND
D54;ESCELSA;2012;2012D54;9.88;10.81;3.94;6.37;8.52;ND;ND;ND;0.830810565;1332484;ND;ND;ND;10151192.24;4387582.98;1922447.128;3841162.133;0.165674167;0.271858172;0.562467661;1.020352789;347609304.3;253673000;341057306.7;140583887.1;102522000;13184317.02;9736000;187889469.7;137020000;1309494.1;967000;2623050.747;1937000;2019085.526;1491000;ND;ND;ND;ND;10559145.63;10559145.63;7700347.105;ND;ND;ND;ND;ND;ND;ND;ND;1026767.032;748778.6245;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;91628;125;41;84;0;22;63;26;37;0;3168.892;498.671;2670.221;443.336;2226.885;0;ND;ND
D55;ENERGISA SE;2012;2012D55;15.72;15.53;11;11.64;13.23;ND;ND;ND;0.94602649;652306;ND;ND;ND;3182932.928;930277.267;895001.707;1357653.954;0.03983994;0.263667697;0.696492363;0.876782605;193313982;141150701.2;217808927.1;104756817.7;76394803.7;13754388.1;10156970.76;69542775.22;50714662.59;627643.7724;463485.5;314798.9557;232464.27;4317558.322;3188314.4;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;374940.0128;273428.2056;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;36020;39;39;0;0;0;29;29;0;0;620.95;0;620.95;620.95;0;0;ND;ND
D56;FORCEL;2012;2012D56;3.62;13;6;9.68;12;ND;ND;ND;0.542564103;6714;ND;ND;ND;47252.205;0;28178.765;19073.44;0;0.319287069;0.680712931;1.026279761;4854804.054;3543128.2;4738065.625;3632663.139;2649150.61;168655.6088;124544.26;926217.2533;675451.84;36326.20594;26825.2;78454.63534;57935.07;12487.21116;9221.22;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;421.4;143.4;143.4;143.4;143.4;ND;ND;ND;278;278;278;ND;ND;ND;ND;ND;ND;ND;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D57;HIDROPAN;2012;2012D57;17.09;21;10;19.28;18;ND;ND;ND;0.942460317;16314;ND;ND;ND;104864.532;0;56375.124;48489.408;0;0.17188516;0.82811484;1.026279761;7612930.856;5560516.67;7442278.166;5138870.928;3747565.5;455395.0445;336287.89;1525474.44;1112465.26;48396.61338;35738.63;43718.86212;32284.33;401074.9677;296175.06;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;505.9;259;259;259;259;ND;ND;ND;206.1;206.1;206.1;ND;ND;40.8;40.8;40.8;ND;ND;411;1;1;0;0;0;1;1;0;0;25;0;25;25;0;0;ND;ND
D58;IENERGIA;2012;2012D58;36.09;13;9;34.36;12;ND;ND;ND;2.81974359;31289;ND;ND;ND;215269.931;0;103197.315;112072.616;0;0.319801766;0.680198234;1.026279761;17196853.15;12555075;16795828.89;12174557.5;8878400;1001011.416;739200;3486280.746;2542400;74584.28808;55077;104404.7323;77098;356014.4767;262900;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;29938.68094;21833.03869;ND;ND;ND;ND;ND;ND;ND;ND;ND;2208.9;840.6;840.6;840.6;840.6;ND;ND;ND;1368.3;1368.3;1368.3;ND;ND;ND;ND;ND;ND;ND;2624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D60;LIGHT;2012;2012D60;18.15;9.37;6.22;8.39;7.52;ND;ND;ND;1.526362287;3573206;ND;ND;ND;27641624.02;7956104.519;6460646.092;13224873.41;0.108072383;0.239859687;0.65206793;1.0478006;921122581;672509000;882933837.3;351086736.3;256033000;23159222.45;17102000;486019678.2;354434000;2900658.08;2142000;15319862.21;11313000;42636423.74;31485000;ND;ND;ND;ND;24519246.19;24519246.19;17880869.63;ND;ND;ND;ND;ND;ND;ND;ND;3681887.586;2685047.958;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;84050;288;0;285;3;112;92;0;91;1;10089.6;819;9270.6;0;9070.6;200;ND;ND
D61;MUXFELDT;2012;2012D61;2.69;14;5;2.7;12;ND;ND;ND;0.208571429;9762;ND;ND;ND;58420.457;0;31346.648;27073.809;0;0.310154553;0.689845447;1.026279761;2161907.005;1578600;2112147.664;1662099.155;1212100;87209.32789;64400;281107.439;205000;6500.074128;4800;12593.89362;9300;112397.1151;83000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;179.6;102;102;102;102;ND;ND;ND;77.6;77.6;77.6;ND;ND;ND;ND;ND;ND;ND;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D62;RGE;2012;2012D62;14.33;15.47;8.37;8.75;12.63;ND;ND;ND;0.809551959;1335210;ND;ND;ND;9034629.954;902676.22;4143200.26;3988753.474;0.017452641;0.395920398;0.586626962;1.026279761;292129346.5;213457000;285816255.2;119020889.7;86797000;22399526.28;16541000;127518561.9;92994000;761050.3459;562000;1469287.589;1085000;20960030.7;15478000;ND;ND;ND;ND;11928536.5;11928536.5;8698987.085;ND;ND;ND;ND;ND;ND;ND;ND;1144036.667;834298.5075;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;86919;113;82;31;0;8;62;45;17;0;2463.21;38.63;2424.58;1630.45;794.13;0;ND;ND
D63;SULGIPE;2012;2012D63;16.99;19.52;16.27;13.31;14.72;ND;ND;ND;0.88730065;128062;ND;ND;ND;321225.967;68785.554;80931.964;171508.449;0.033023053;0.196679149;0.770297797;0.876782605;41095452.16;30013000;46201429.58;28055893.67;20460000;3197223.962;2361000;8276900.009;6036000;375108.4445;277000;408962.9972;302000;781363.0775;577000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;7614;2581.9;2581.9;2581.9;2581.9;ND;ND;ND;5032.1;5032.1;5032.1;ND;ND;ND;ND;ND;ND;ND;9344;9;9;0;0;0;5;5;0;0;45;0;45;45;0;0;ND;ND
D64;UHENPAL;2012;2012D64;19.61;18;12;11.24;17;ND;ND;ND;0.875310458;14592;ND;ND;ND;61889.683;0;12478.89;49410.793;0;0.132549089;0.867450911;1.026279761;6225450.251;4549199;6091759.146;4177164.67;3046233;288982.4623;213400;1043753.292;761166;5010.473807;3700;36969.17161;27300;673570.1816;497400;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1783;0;0;0;0;2;0;0;0;0;26.87;26.87;0;0;0;0;ND;ND
D01;AES SUL;2013;2013D01;14.08;13.98;8.03;7.38;12;ND;ND;ND;0.811076538;1270422;44;6873;1263505;9363985.724;1862632.397;3462256.45;4039096.877;0.02903163;0.358298178;0.612670192;1.026279761;323195426.5;251628279.9;315484360.3;139861142.5;108824427.1;12326086.95;9676525.5;161272159.8;125484105.8;947515.4306;743841.68;1861640.584;1461470.51;6926881.193;5437909.27;ND;ND;ND;ND;11567473.16;11567473.16;9000524.499;ND;ND;ND;ND;ND;ND;ND;ND;1464495.765;1139508.156;ND;ND;21625482;6808919;14816563;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;60780;92;78;14;0;0;59;50;9;0;1869.375;0;1869.375;1367.375;502;0;ND;ND
D01f;RGE SUL;2013;2013D01f;15.77826126;14.44741136;8.206577624;8.242114281;12.08309535;ND;ND;ND;0.887118143;2643111;69;12532;2630510;19287797.72;3021740.69;8034603.168;8231453.858;0.024815814;0.383914435;0.591269751;1.026279761;653929135.6;509587279.9;640026897.8;258788400.1;201360427.1;33541447.59;26331525.5;284123132.7;221073105.8;1744922.561;1369841.68;3163477.784;2483470.51;72567754.74;56968909.27;ND;ND;ND;ND;26798016.54;26798016.54;20851243.93;ND;ND;ND;ND;ND;ND;ND;ND;2859041.522;2224588.976;ND;ND;55933473;20581479;35351994;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;153378;215;165;50;0;8;124;95;29;0;4477.65;42.5;4435.15;3002.025;1433.125;0;ND;ND
D02-0;CEAM;2013;2013D02-0;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1.031281621;0;0;0;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND
D02;AMAZONAS;2013;2013D02;56.33;57.78;25.77;39.22;58.43;ND;ND;ND;0.823067672;779738;30;2739;776969;5888576.667;1027067.275;1923007.783;2938501.609;0.067703181;0.342049796;0.590247024;1.031281621;434221371;338014000;421709174.4;201992297.4;157168000;9388004.076;7370000;210505461.5;163792000;1117134.271;877000;2371840.378;1862000;8846633.42;6945000;ND;ND;ND;ND;12169625;12169625;9469052.269;ND;ND;ND;ND;ND;ND;ND;ND;65406.60282;50892.16315;ND;ND;11001705;4184368;6817337;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;68941;53;53;0;0;0;20;20;0;0;1483.55;0;1483.55;1483.55;0;0;ND;ND
D03;Enel RJ;2013;2013D03;20.1;12.67;8.3;9.8;11.53;ND;ND;ND;1.21819063;2487419;53;5350;2482016;11197114.46;1940855.625;2803462.132;6452796.707;0.0312172;0.278441734;0.690341066;1.020352789;571805317.9;445107534.6;560950430.9;196896445.5;153202973.3;16885056.33;13255518.87;347295019.8;270226461;3388980.559;2660500.2;1545696.924;1213440.71;5794118.787;4548640.49;ND;ND;ND;ND;14467935.5;14467935.5;11257342.56;ND;ND;ND;ND;ND;ND;ND;ND;1877461.073;1460831.951;ND;ND;26362698;15210707;11151989;2;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;115082;248;142;106;0;29;90;51;39;0;4674.6;220.4;4454.2;1283.6;3170.6;0;ND;ND
D04;BANDEIRANTE;2013;2013D04;8.08;9.38;6.67;5.51;8.09;ND;ND;ND;0.771247506;1666157;98;4166;1661893;15526113.87;5376426.285;4847957.888;5301729.692;0.073170232;0.316781311;0.610048457;1.020352789;422509529.8;329130400;415172597.8;190170257.6;147969400;16639823.24;13063000;177654466.9;138231000;1467432.93;1152000;7072211.483;5552000;29505337.64;23163000;ND;ND;ND;ND;13218625.41;13218625.41;10285268.03;ND;ND;ND;ND;ND;ND;ND;ND;1779376.145;1384513.141;ND;ND;44615864;24215097;20400767;0;ND;ND;ND;2050.7;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2050.7;2050.7;2050.7;ND;ND;61581;136;0;136;0;0;64;0;64;0;3806.85;0;3806.85;0;3806.85;0;ND;ND
D05;BOA VISTA ENERGIA;2013;2013D05;13.04;20.22;9.89;21.77;25.13;ND;ND;ND;0.755600649;97205;1;432;96772;792398.803;111481.929;211501.744;469415.13;0.011733809;0.278945131;0.70932106;1.031281621;110376891.7;85911161;107151434.1;84623949.92;65844971;1661332.792;1304220;21711820.05;16893730;260278.2731;204330;466381.2663;366130;1653129.434;1297780;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;932791;207667;725124;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5150;7;7;0;0;0;3;3;0;0;186.2;0;186.2;186.2;0;0;ND;ND
D06;CAIUÁ;2013;2013D06;8.3;8.95;6.59;8.87;10.24;ND;ND;ND;0.89679262;227198;4;609;226585;1181116.28;2723.281971;424899.0999;753493.898;0.002082959;0.204253454;0.793663587;1.020352789;68912023.67;53683645.66;67720855.36;40517355.58;31526111.76;3928575.162;3084105.92;19199860.16;14939201.45;762822.3731;598849.43;265661.9049;208556.39;4237748.492;3326820.71;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;188573.0862;146726.6584;ND;ND;2260683;326528;1934155;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;10847;29;4;25;0;10;13;3;10;0;573.3;47.5;525.8;48.125;477.675;0;ND;ND
D06f;ESS (FUSÃO);2013;2013D06f;8.584245442;10.12846311;6.804260068;8.459060524;11.26449862;ND;ND;ND;0.799242758;702179;32;1895;700252;3980799.317;343213.1725;1334789.837;2302796.307;0.008399786;0.22396184;0.767638374;1.020352789;206788080.6;161094160;203221438.9;113448333.8;88272909.21;12254755.41;9620527.07;65359237.04;50855308.35;2496566.101;1959915.23;1278280.851;1003507.22;11950907.39;9381992.89;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;553720.1346;430843.5879;ND;ND;13516120;7310570;6205550;0;ND;ND;ND;17145.1;4672.8;4672.8;4672.8;4672.8;ND;ND;ND;12472.3;12472.3;12472.3;ND;ND;ND;ND;ND;ND;ND;36660;89;13;76;0;47;43;8;35;0;1818.375;267.175;1551.2;125.625;1425.575;0;ND;ND
D07;CEA;2013;2013D07;70.42;32.3;ND;58.04;31.78;ND;ND;ND;2.003245806;182090;1;545;181544;965145.824;2698.5;210487.561;751959.763;ND;ND;ND;1.031281621;0;0;0;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;883996;39850;844146;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5972;4;4;0;0;4;3;3;0;0;58.1;17.5;40.6;40.6;0;0;ND;ND
D08;CEAL;2013;2013D08;30.73;16.41;12.19;16.04;14.58;ND;ND;ND;1.486387905;981474;31;2142;979301;3401548.821;596042.882;908375.01;1897130.929;0.068388161;0.17923049;0.752381349;0.876782605;323230097.4;251561000;367458789.4;218748733.6;170206000;2313244.966;1816000;95971017.08;74674000;613978.0142;482000;2483935.95;1950000;3099187.777;2433000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;684784.2886;532823.1744;ND;ND;6351267;2730160;3599469;21638;ND;ND;ND;1761.3;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1761.3;1761.3;1761.3;ND;ND;29894;75;75;0;0;0;38;38;0;0;915;0;915;915;0;0;ND;ND
D09;CEB;2013;2013D09;17.73;11.76;6.74;15.72;11.25;ND;ND;ND;1.452493197;947336;7;2161;945168;6592644.854;750917.917;1938453.364;3903273.573;0.010807562;0.249336941;0.739855497;0.96421995;416574977.8;324227000;431528650.1;251047092.2;195337000;6700257.997;5260000;151932476.2;118217000;1072550.805;842000;2013898.839;1581000;3808701.789;2990000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;1055534.342;821299.7406;ND;ND;14192740;5788261;8404479;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;25951;51;11;40;0;14;22;5;17;0;2326.75;694;1632.75;143.75;1489;0;ND;ND
D10;CEEE;2013;2013D10;23.15;14.53;7.43;15.75;13.86;ND;ND;ND;1.364809485;1573247;36;5342;1567869;8557955.218;1246527.939;2652392.855;4659034.424;0.014279927;0.252511323;0.73320875;1.026279761;781701424.5;608461000;762522697.1;558825478.3;434816000;23039461.29;18087000;190144039.5;147949000;354120.0995;278000;2774365.384;2178000;6563959.973;5153000;ND;ND;ND;ND;76150934.22;76150934.22;59252210.04;ND;ND;ND;ND;ND;ND;ND;ND;1516860.981;1180252.959;ND;ND;17378532;6713296;10665236;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;58555;96;78;18;0;0;52;41;11;0;2057.78;0;2057.78;1656.48;401.3;0;ND;ND
D11;CELESC;2013;2013D11;15.5;15.64;7.72;10.63;12.8;ND;ND;ND;0.910758672;2589757;104;10036;2579617;21799965.68;4293451;8485394.334;9021120.347;0.037859711;0.389837646;0.572302643;1.026279761;1004094751;781737064.5;980083643.6;679554267;528753751.7;22557793.5;17708869.4;258129825.7;200847997.5;2251681.06;1767669.6;6341643.961;4978472.06;35259539.92;27680304.26;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;2932562.679;2281794.985;ND;ND;62473574.51;26415942.18;36057510.33;122;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;159970;251;90;161;0;19;126;50;76;0;6506.93;210.05;6296.88;1504.99;4791.89;0;ND;ND
D12;CELG;2013;2013D12;40.03;17.29;9.13;26.24;16.76;ND;ND;ND;1.940421781;2614497;51;7957;2606489;12072446.4;1519604.846;3709506.816;6843334.742;0.021826834;0.276104024;0.702069142;0.921207296;834775647.9;649769000;903234308.7;357929456.4;278501000;15476831.69;12150000;442457053.6;344271000;0;0;2667365.066;2094000;16244941.11;12753000;ND;ND;ND;ND;4652243.99;4652243.99;3619860.227;ND;ND;ND;ND;ND;ND;ND;ND;1946693.129;1514700.658;ND;ND;34005503;18170875;15834628;0;ND;ND;ND;6334.8;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;6334.8;6334.8;6334.8;ND;ND;213872;225;117;108;0;211;125;76;49;0;3579.72;713;2866.72;1102.47;1764.25;0;ND;ND
D13;CELPA;2013;2013D13;73.29;36.43;11.8;37.93;36.56;ND;ND;ND;1.524638053;2030533;22;4071;2026440;7282782.781;882742.659;1972587.445;4427452.677;0.014846292;0.263733265;0.721420443;1.031281621;870622281.2;679446882.8;853045961.2;177243942.6;137911575.5;19292595.14;15145543.72;402206081;312952157.9;2552456.889;2003791.98;2742220.756;2152765.04;266584984.7;209281048.6;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;1555730.908;1210497.225;ND;ND;11866332;3993413;7872919;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;134079;122;75;40;7;21;71;39;30;2;2810.2;348.5;2461.7;1366.8;778.9;316;ND;ND
D14;CELPE;2013;2013D14;23.76;16.84;10.82;8.87;12.48;ND;ND;ND;1.060831773;3330813;78;5777;3324958;12818838.7;2299610.1;3554424.207;6964804.389;0.016075148;0.253125798;0.730799054;0.876782605;659263873.7;513349000;744174365.1;232182928.1;180659000;17365896.82;13633000;372017817.7;289463000;1329861.093;1044000;2815127.409;2210000;33552242.52;26340000;ND;ND;ND;ND;21434876.13;21434876.13;16678242.96;ND;ND;ND;ND;ND;ND;ND;ND;2108328.904;1640467.689;ND;ND;25827702;11576602;14251100;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;130550;228;220;8;0;0;133;128;5;0;3314.19;0;3314.19;3052.75;261.44;0;ND;ND
D15;CELTINS;2013;2013D15;38.8;34.56;11.38;17.72;26.89;ND;ND;ND;0.89083311;524435;9;1105;523321;1831001.119;90161.848;455113.0632;1285726.208;0.01028898;0.233444908;0.756266112;1.031281621;227570843.9;177297122.4;221656801.7;81232189.48;63205879.25;14190872.52;11140464.96;113739902.8;88499775.83;1522709.345;1195394.44;1538410.152;1207720.27;15346759.62;12047887.65;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;272247.344;211832.6843;ND;ND;3726289;1386817;2339472;0;ND;ND;ND;2533.3;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2533.3;2533.3;2533.3;ND;ND;65678;95;39;56;0;56;39;12;27;0;456.625;155.875;300.75;147.375;153.375;0;ND;ND
