CODIGO;EMPRESA;ANO;ANO&COD;1.DEC_Apurada;1.1.DEC_Limite;1.2.DEC_V8;2.FEC_Apurada;2.1.FEC_Limite;2.2.FEC_V8;3.0.Fator_Q;4.0.Desc_Perdas_Nao_Tec;5.DGC;6.UC_Total;7.UC_AT;8.UC_MT;9.UC_BT;10.Mercado_Total;11.Mercado_AT;12.Mercado_MT;13.Mercado_BT;14.Peso_AT;15.Peso_MT;16.Peso_BT;17.Ind_Salarial;18.1.Custos_Operacionais;18.1.1.Custos_Operacionais_H;18.1.2.Custos_Operacionais_AJ;18.2.Pessoal;18.2.1.Pessoal_H;18.3.Materiais;18.3.1.Materiais_H;18.4.Serv_Terceiros;18.4.1.Serv_Terceiros_H;18.5.Seguros;18.5.1.Seguros_H;18.6.Tributos;18.6.1.Tributos_H;18.7.Outros;18.7.1.Outros_H;18.8.Estagiario;18.8.1.Estagiario_H;18.9.Comunicacao;18.9.1.Comunicacao_H;19.0.Cond_TOTAIS;19.1.Cond_Trab;19.1.1.Cond_Trab_H;19.2.Cond_Civeis;19.2.1.Cond_Civeis_H;19.3.Cond_Fiscais;19.3.1.Cond_Fiscais_H;19.4.Cond_Ambientais;19.4.1.Cond_Ambientais_H;19.5.Cond_Outras;19.5.1.Cond_Outras_H;20.Contrib_CCEE;20.1.Contrib_CCEE_H;21.Custos_de_Desativacao;21.1.Custos_de_Desativacao_H;27.Demanda_Total;28.Demanda_AT;29.Demanda_MT;30.Demanda_BT;34.PNT_Medidas;35.Meta_PNT;35.2.Meta_PNT_4CRTP;37.Rede;38.0.1.BT_DIST_SEM_RAMAL;38.0.2.BT_DIST_COM_RAMAL;38.0.3.BT_DIST_AER_MUX;38.1.BT_AEREA_DIST;38.2.BT_MUX_DIST;38.3.BT_SUBTERR_DIST;38.4.BT_RAMAL_RAMAL_DIST;39.0.1.MT_DIST;39.0.2.MT_DIST_AER_MUX;39.1.MT_AEREA_DIST;39.2.MT_MUX_DIST;39.3.MT_SUBTERR_DIST;40.0.1.AT_DIST;40.0.2.AT_DIST_AER_MUX;40.1.AT_AEREA_DIST;40.2.AT_MUX_DIST;40.3.AT_SUBTERR_DIST;43.Trafos_Distribuicao;45.Trafos_AT;45.1.Trafos_69;45.2.Trafos_88_138;45.3.Trafos_230;46.Subestacoes_MT;47.Subestacoes_AT;47.1.Subestacoes_69;47.2.Subestacoes_88_138;47.3.Subestacoes_230;48.MVA_Total;49.MVA_MT;50.MVA_AT;50.1.MVA_69;50.2.MVA_88_138;50.3.MVA_230;61.Compensacoes_Q;62.Compensacoes_Reais
D16;CEMAR;2012;2012D16;21.64;29.38;12.87;10.91;21.02;ND;ND;ND;0.627792488;2037356;ND;ND;ND;4807368.435;247347.175;938860.682;3621160.578;0.009954842;0.181370323;0.808674834;0.876782605;432750984.3;315866634.5;489298336.3;114910164.6;83799218.65;13586488.66;10032984.9;287465933.1;209636986.1;1093970.994;807846.29;726297.0902;536336.35;14968129.88;11053262.16;ND;ND;ND;ND;9063293.669;9063293.669;6609484.291;ND;ND;ND;ND;ND;ND;ND;ND;776374.6695;566177.8564;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;98217;119;113;6;0;46;68;65;3;0;1972.05;266.75;1705.3;1465.3;240;0;ND;ND
D17;EMT;2012;2012D17;33.75;29.32;10.23;24.22;24.57;ND;ND;ND;1.068423195;1169952;ND;ND;ND;7034335.556;899131.408;2319143.671;3816060.477;0.050422506;0.302998447;0.646579047;0.921207296;502933239.6;367677133;537496312.5;189632439.6;138291075.6;21038188.96;15535716.21;214462776.1;156398810.6;3889707.585;2872366.69;10481345.32;7739982.12;63428782.02;46839181.78;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;893461.2657;651564.2564;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;131631;148;11;133;4;68;77;7;69;1;3058.62;280.23;2778.39;139.62;2553.62;85.15;ND;ND
D18;CEMIG;2012;2012D18;14.74;12.59;9.4;7.05;8.89;ND;ND;ND;0.981898162;7483776;ND;ND;ND;44708203.1;17971320.85;9606485.254;17130396.99;0.053272679;0.215139122;0.731588198;1.020352789;2567118037;1873436000;2518826274;1459600326;1064426000;70953725.84;52396000;961425836.6;701128000;2222212.843;1641000;39762849.3;29363000;33153086.42;24482000;ND;ND;ND;ND;11361076.65;11361076.65;8285162.152;ND;ND;ND;ND;ND;ND;ND;ND;3913791.252;2854165.686;ND;ND;ND;ND;ND;ND;ND;ND;ND;107767.9;77689.9;77689.9;75983.8;75983.8;ND;1706.1;ND;ND;ND;ND;ND;ND;30078;30078;30078;ND;ND;790150;593;197;394;2;32;378;114;263;1;9395;117;9278;1324;7354;600;ND;ND
D19;CEPISA ;2012;2012D19;34.16;25.89;12.74;26.08;20.55;ND;ND;ND;1.294264054;1062104;ND;ND;ND;2724091.221;175572.568;623791.722;1924726.931;0.018924417;0.126963798;0.854111785;0.876782605;385201669.3;281082000;436731071.7;225164316.1;164203000;9091978.687;6714000;141505371;103194000;23021.09587;17000;208544.045;154000;9208438.349;6800000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;506731.3755;369538.182;ND;ND;ND;ND;ND;ND;ND;ND;ND;70890.2;22085.7;22085.7;22085.7;22085.7;ND;ND;ND;46361.3;46361.3;46361.3;ND;ND;2443.2;2443.2;2443.2;ND;ND;51313;72;70;2;0;34;44;43;1;0;1144.75;141;1003.75;883.75;120;0;ND;ND
D20;CERON;2012;2012D20;31.4;31.54;12.72;26.03;30.46;ND;ND;ND;0.925062277;548556;ND;ND;ND;2723028.195;25892.265;849222.912;1847913.018;0;0.165004646;0.834995354;1.031281621;308699988.3;225387000;300210158.5;139015170.5;101378000;8727703.699;6445000;140874593.4;102734000;551152.1188;407000;6252258.802;4617000;13279109.77;9806000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;357264.3534;260538.08;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;81637;54;41;13;0;29;27;21;6;0;1119.05;179.5;939.55;679.35;260.2;0;ND;ND
D21;CERR;2012;2012D21;61.98;135.6;ND;39.51;93.9;ND;ND;ND;0.43892321;ND;ND;ND;ND;77577.529;0;11615.739;65961.79;ND;ND;ND;1.031281621;0;0;0;0;ND;0;ND;0;ND;0;ND;0;ND;0;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;6;6;0;0;0;3;3;0;0;20.75;0;20.75;20.75;0;0;ND;ND
D22;CFLO;2012;2012D22;5.01;8.4;5.4;5.07;8.4;ND;ND;ND;0.6;52934;ND;ND;ND;277722.276;0;129116.032;148606.244;0;0.194849105;0.805150895;1.026279761;20873266.36;15237655.32;20382346.85;11727207.44;8552166.15;646125.0946;477133.09;7444228.647;5428767.3;94953.82767;70118.95;115541.2416;85321.79;845210.1098;624148.04;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;1001.978952;730.7017059;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D23;CHESP;2012;2012D23;16.5;18.22;9.46;31.46;25.39;ND;ND;ND;1.072334372;32244;ND;ND;ND;101546.772;0;24111.194;77435.578;0;0.148991207;0.851008793;0.921207296;14352875.47;10484117.26;15420873.22;9260772.288;6753497.26;904539.4822;667960;3225755.857;2352410;106018.9174;78290;97365.69371;71900;758423.2326;560060;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;3301.1;548;548;548;548;ND;ND;ND;2690.6;2690.6;2690.6;ND;ND;62.5;62.5;62.5;ND;ND;3896;2;2;0;0;5;2;2;0;0;66;29;37;37;0;0;ND;ND
D24;CJE;2012;2012D24;4.48;9.99;6.07;4.62;10;ND;ND;ND;0.455224224;34790;ND;ND;ND;523797.859;56739.34;328041.028;139017.491;0.018170926;0.526966904;0.454862169;1.020352789;12658738.29;9252000;12450724.91;5069532.693;3697000;807092.5376;596000;5358867.667;3908000;56875.64862;42000;291149.1537;215000;1075220.595;794000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;63810.11661;46534.07235;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1482;5;0;5;0;3;2;0;2;0;175.55;46.8;128.75;0;128.75;0;ND;ND
D24f;NOVA SC (FUSÃO);2012;2012D24f;6.747865584;11.61544958;7.237386647;6.412447395;12.13357824;ND;ND;ND;0.554713283;397631;ND;ND;ND;2575722.662;220122.295;1051950.298;1303650.069;0.042074341;0.287755711;0.670169949;1.020352789;116806307.3;85375500;114896181;47856827.42;34900000;8464992.37;6251000;47904135.75;34934500;377816.8087;279000;2247942.303;1660000;9954592.691;7351000;ND;ND;ND;ND;884061.4644;884061.4644;644709.3711;ND;ND;ND;ND;ND;ND;ND;ND;340967.8217;248653.6952;ND;ND;ND;ND;ND;ND;ND;ND;ND;1235.9;ND;ND;ND;ND;ND;ND;ND;1235.9;1235.9;1235.9;ND;ND;ND;ND;ND;ND;ND;29361;53;21;26;6;37;28;15;12;1;1524.15;336.4;1187.75;192;762.75;233;ND;ND
D25;MOCOCA;2012;2012D25;5.82;11.8;8;5.66;12.2;ND;ND;ND;0.478577383;42666;ND;ND;ND;217985.891;0;80230.842;137755.049;0;0.189496583;0.810503417;1.020352789;11334577.89;8285000;11150060.04;4430527.49;3231000;988552.9404;730000;4819964.137;3515000;33854.55275;25000;101563.6583;75000;960115.116;709000;ND;ND;ND;ND;168684.3685;168684.3685;123014.5159;ND;ND;ND;ND;ND;ND;ND;ND;34556.66693;25200.74441;ND;ND;ND;ND;ND;ND;ND;ND;ND;1235.9;ND;ND;ND;ND;ND;ND;ND;1235.9;1235.9;1235.9;0;ND;ND;ND;ND;ND;ND;3887;2;0;2;0;5;1;0;1;0;92.5;52.5;40;0;40;0;ND;ND
D26;CPFL STA CRUZ;2012;2012D26;5.27;12.09;6.58;5.82;13.36;ND;ND;ND;0.435763089;190236;ND;ND;ND;1038769.482;78483.769;359774.056;600511.657;0.078471402;0.288415586;0.633113011;1.020352789;55460494.46;40541000;54562412.76;23216731.95;16931000;4012441.592;2963000;21807080.99;15903000;148960.0321;110000;1335223.561;986000;4940056.338;3648000;ND;ND;ND;ND;466406.5758;466406.5758;340130.9776;ND;ND;ND;ND;ND;ND;ND;ND;145050.1958;105779.0937;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;12489;40;21;13;6;5;21;15;5;1;853;44;809;192;384;233;ND;ND
D27;CNEE;2012;2012D27;7.38;10.26;6.41;9.29;11.53;ND;ND;ND;0.762511222;105837;ND;ND;ND;549717.001;8686.926;157404.351;383625.724;0.009891497;0.215254393;0.77485411;1.020352789;39009671.16;28501085.55;38346422.27;19074241.88;13910053.75;2117663.755;1563795.4;14176623.91;10338424.03;361998.4585;267318.89;1482446.908;1094717.54;1796696.242;1326775.94;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;84823.44561;61858.22193;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3962;23;12;11;0;8;8;5;3;0;329.35;46.75;282.6;83.75;198.85;0;ND;ND
D28;COCEL;2012;2012D28;12.39;12.81;6.6;8.7;9.6;ND;ND;ND;0.936731557;43630;ND;ND;ND;282456.45;0;160716.516;121739.934;0;0.397087279;0.602912721;1.026279761;20068719.71;14649324.1;19593921.84;14073066.77;10262904.1;1250824.391;923675.17;4468785.527;3258900;99396.96688;73400;102105.3311;75400;74540.72404;55044.83;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;2259.7;708.6;708.6;708.6;708.6;ND;ND;ND;1551.1;1551.1;1551.1;ND;ND;ND;ND;ND;ND;ND;4008;1;0;1;0;1;1;0;1;0;43.67;2;41.67;0;41.67;0;ND;ND
D29;COELBA;2012;2012D29;19.98;19.26;11.93;8.87;12.29;ND;ND;ND;0.879554079;5192130;ND;ND;ND;16104617.99;2528475.44;4647367.892;8928774.656;0.03063079;0.26336003;0.70600918;0.876782605;917033066.2;669427459.2;1035616538;342170375.3;249530667.6;24634046.95;18191088.75;501638453.9;365824125.5;2168168.234;1601090.59;4638829.902;3425558.4;41783191.9;30854928.29;ND;ND;ND;ND;9337775.577;9337775.577;6809652.566;ND;ND;ND;ND;ND;ND;ND;ND;2340825.048;1707066.653;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;197517;292;240;52;0;120;206;166;40;0;4955.915;407.095;4548.82;3271.895;1276.925;0;ND;ND
D30;COELCE;2012;2012D30;8.06;14.67;8.67;4.62;12.18;ND;ND;ND;0.464365466;3076332;ND;ND;ND;9911468.621;1439882.699;2718519.933;5753065.989;0.018545661;0.152058869;0.82939547;0.876782605;527364467.3;384882000;596938034.7;197357991;143925000;18146040.28;13400000;297709233;217107000;2419923.431;1787000;689278.694;509000;11042000.93;8154000;ND;ND;ND;ND;569814.0932;569814.0932;415541.7925;ND;ND;ND;ND;ND;ND;ND;ND;1281292.32;934393.3642;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;128575;162;162;0;0;0;103;103;0;0;2483;0;2483;2483;0;0;ND;ND
D31;COOPERALIANÇA;2012;2012D31;5.24;5;8;4.22;5;ND;ND;ND;0.946;33648;ND;ND;ND;178561.504;0;91108.14;87453.364;0;0.305350277;0.694649723;1.026279761;11187322.79;8168882;10929902.21;6990524.943;5097900;806686.283;595700;3062288.453;2233200;84341.17018;62282;41031.71794;30300;202450.2255;149500;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;1507.7;1011.7;1011.7;1011.7;1011.7;ND;ND;ND;487.6;487.6;487.6;ND;ND;8.4;8.4;8.4;ND;ND;1395;1;1;0;0;0;1;1;0;0;26.6;0;26.6;26.6;0;0;ND;ND
D32;COPEL;2012;2012D32;10.25;13.17;8.19;7.84;11.12;ND;ND;ND;0.741659975;4037780;ND;ND;ND;26901780.5;4102664.941;10024834.1;12774281.46;0.026428616;0.269045241;0.704526143;1.026279761;1644117922;1200245910;1605523256;1068215935;779005591;65402383.69;48296594.09;438986692.7;320134793.7;3633831.842;2683414.45;18647874.23;13770580.85;49231204.11;36354936.12;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;3372518.473;2459437.891;ND;ND;ND;ND;ND;ND;ND;ND;ND;5971.9;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5971.9;5971.9;5971.9;ND;ND;376833;238;62;176;0;263;126;35;91;0;9985;1437.2;8547.8;2354.2;6193.6;0;ND;ND
D33;COSERN;2012;2012D33;14.49;16.66;10.11;7.91;13.28;ND;ND;ND;0.732690215;1209187;ND;ND;ND;4878393.87;860240.5158;1293832.368;2724320.986;0.056809048;0.219212494;0.723978458;0.876782605;214210807.4;156361000;242084017.5;86914306.38;63383000;5726836.144;4229000;111424132.5;81257000;563339.7578;416000;950635.8413;702000;8631556.77;6374000;ND;ND;ND;ND;635683.9443;635683.9443;463577.9439;ND;ND;ND;ND;ND;ND;ND;ND;618024.6498;450699.7526;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;43247;80;80;0;0;0;60;60;0;0;1167;0;1167;1167;0;0;ND;ND
D34;CPEE;2012;2012D34;8.26;12;7.35;6.55;11;ND;ND;ND;0.641893939;52990;ND;ND;ND;317851.435;0;120430.736;197420.699;0;0.234021116;0.765978884;1.020352789;17207427.16;12577500;16926752.69;6590255.375;4806000;1339286.107;989000;7480886.017;5455500;79896.74449;59000;361566.6234;267000;1355536.292;1001000;ND;ND;ND;ND;119795.7009;119795.7009;87362.03767;ND;ND;ND;ND;ND;ND;ND;ND;39925.51191;29116.02044;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5299;3;0;3;0;13;2;0;2;0;209.4;109.4;100;0;100;0;ND;ND
D35;CPFL - Piratininga;2012;2012D35;5.64;7.83;6.83;4.23;7.13;ND;ND;ND;0.656787198;1497287;ND;ND;ND;15450215.17;5253829.278;5132148.703;5064237.189;0.060217592;0.282033001;0.657749407;1.020352789;338603884.2;247611000;333327674.7;153627272.3;112034000;15788409.22;11659000;110886600.3;80865000;804384.1734;594000;2608154.744;1926000;54889063.47;40533000;ND;ND;ND;ND;10909550.3;10909550.3;7955882.705;ND;ND;ND;ND;ND;ND;ND;ND;1372181.745;1000675.253;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;38289;112;0;112;0;1;49;0;49;0;3046;19.4;3026.6;0;3026.6;0;ND;ND
D36;CPFL - Paulista;2012;2012D36;7.48;8.26;6.32;5.37;7.53;ND;ND;ND;0.809358209;3829843;ND;ND;ND;29671284.55;6458736.025;9979525.359;13233023.17;0.071670489;0.368139968;0.560189542;1.020352789;951267756.6;695611000;936395059.6;417234744.8;304272000;59448594.63;43900000;328382854;239476000;2088148.814;1542000;6869765.844;5073000;137243648.5;101348000;ND;ND;ND;ND;34816719.26;34816719.26;25390389.79;ND;ND;ND;ND;ND;ND;ND;ND;3201562.256;2334766.61;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;172601;394;101;293;0;14;241;54;187;0;8217.758;138.625;8079.133;852.265;7226.868;0;ND;ND
D37;CSPE;2012;2012D37;10.9;10.81;8.89;9.01;10.81;ND;ND;ND;0.920906568;76949;ND;ND;ND;477317.995;84899.186;163473.636;228945.173;0.006663018;0.264194351;0.729142631;1.020352789;20145069.53;14720000;19806230.64;8549779.913;6235000;1317619.193;973000;8437336.938;6153000;58229.83073;43000;158439.3069;117000;1623664.35;1199000;ND;ND;ND;ND;129174.8193;129174.8193;94201.83985;ND;ND;ND;ND;ND;ND;ND;ND;57625.33048;42023.76426;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;6204;3;0;3;0;11;2;0;2;0;193.7;83.7;110;0;110;0;ND;ND
D38;DEMEI;2012;2012D38;12.55;13;6;15.47;14;ND;ND;ND;1.035192308;29220;ND;ND;ND;123083.47;0;31836.933;91246.537;0;0.088725177;0.911274823;1.026279761;11002698.15;8030674.17;10740066.33;8994728.19;6559482.33;661037.1584;488144.95;1261594.897;920028.85;26860.10736;19834.93;2979.200642;2200;55498.59438;40983.11;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;484.4;348.9;348.9;348.9;348.9;ND;ND;ND;135.5;135.5;135.5;ND;ND;ND;ND;ND;ND;ND;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D39;DME-PC;2012;2012D39;3.32;8;5.71;3.25;8;ND;ND;ND;0.410625;68244;ND;ND;ND;441005.208;0;243405.643;197599.565;0;0.345135721;0.654864279;1.020352789;35941366.47;26261730;35335484.62;22126720.72;16136100;1979949.663;1462100;8248144.775;6015030;145845.4133;107700;2579987.756;1905200;860718.1492;635600;ND;ND;ND;ND;3201680.786;3201680.786;2334853.049;ND;ND;ND;ND;ND;ND;ND;ND;68647.44701;50061.73685;ND;ND;ND;ND;ND;ND;ND;ND;ND;1393.1;562.7;562.7;562.7;454.7;108;ND;ND;790.9;790.9;790.4;0.5;ND;39.5;39.5;39.5;ND;ND;2374;9;5;4;0;0;4;2;2;0;219;0;219;73;146;0;ND;ND
D40;ENERGISA BO;2012;2012D40;9.15;15.16;7.85;6.72;13.41;ND;ND;ND;0.552340287;179177;ND;ND;ND;637615.869;54540;245393.062;337682.807;0.011856258;0.228671291;0.759472451;0.876782605;40992850.27;29917835.96;46395304.56;21278046.17;15517196.84;2063978.586;1524151.42;17164398.99;12517284.51;130311.8069;96229.16;57768.04109;42658.99;298346.6857;220315.04;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;93608.88973;68265.08207;ND;ND;ND;ND;ND;ND;ND;ND;ND;5040.5;2883.7;2883.7;2883.7;1954.9;928.8;ND;ND;2148.7;2148.7;2148.3;0.4;ND;8.1;8.1;8.1;ND;ND;3276;5;5;0;0;0;4;4;0;0;75;0;75;75;0;0;ND;ND
D41;EDEVP;2012;2012D41;5.88;11.48;6.81;6.46;11.23;ND;ND;ND;0.543720001;167551;ND;ND;ND;826123.618;24173.101;258815.74;543134.777;0.004950507;0.234706672;0.760342821;1.020352789;67144881.01;49061700.24;66013215.78;34340346.59;25042990.95;2613667.592;1930070.98;22393782.6;16330857.16;583279.5341;430724.59;986213.8074;728272.66;6227590.885;4598783.9;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;114748.555;83681.36345;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;7755;29;0;29;0;18;11;0;11;0;522.98;88.23;434.75;0;434.75;0;ND;ND
D42;BRAGANTINA;2012;2012D42;14.43;11.46;7.98;11.4;14.7;ND;ND;ND;1.017336254;137507;ND;ND;ND;1037023.18;276309.385;342513.775;418200.02;0.014449978;0.254198009;0.731352013;1.020352789;47888523.97;34986425.99;47070647.97;24325166.56;17739335.4;2461843.749;1817956.19;16677668.37;12162332.05;599345.334;442588.43;1603859.139;1184374.78;2220640.827;1639839.14;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;106603.0402;77741.17723;ND;ND;ND;ND;ND;ND;ND;ND;ND;6251.7;1478;1478;1478;1478;ND;ND;ND;4683.9;4683.9;4683.9;ND;ND;89.8;89.8;89.8;ND;ND;11268;17;0;17;0;11;7;0;7;0;421.1;99.05;322.05;0;322.05;0;ND;ND
D43;JOAOCESA;2012;2012D43;2.44;11;6;2.16;10;ND;ND;ND;0.218909091;2743;ND;ND;ND;13188.954;0;4314.114;8874.84;0;0.222124164;0.777875836;1.026279761;2294018.819;1673840;2237802.808;1779903.741;1298010;65149.70132;48110;415449.3697;302970;0;0;10332.4095;7630;23183.59772;17120;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;70.5;51.2;51.2;51.2;51.2;ND;ND;ND;19.3;19.3;19.3;ND;ND;ND;ND;ND;ND;ND;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D44;EFLUL;2012;2012D44;10.37;15;5;8.58;13;ND;ND;ND;0.675666667;6116;ND;ND;ND;94828.153;0;71992.242;22835.911;0;0.489197124;0.510802876;1.026279761;6628945.598;4838050;6469879.336;4762974.746;3473440;319316.1416;235800;1448896.303;1056620;13961.61755;10310;19270.01143;14230;64526.77755;47650;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;228.4;113.2;113.2;113.2;113.2;ND;ND;ND;115.2;115.2;115.2;ND;ND;ND;ND;ND;ND;ND;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ND;ND
D45;ELEKTRO;2012;2012D45;9.8;9.49;7.5;5.33;8.34;ND;ND;ND;0.835877347;2307888;ND;ND;ND;16103690.46;3813530.221;5269657.35;7020502.89;0.037799523;0.311238228;0.650962249;1.020352789;590458642.3;431383397.8;580386878.6;316776015.7;231011614.1;44575610.74;32916998.69;188154884.1;137213555.7;1777341.283;1312483.21;6117995.695;4517852.99;33056794.77;24410893.13;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;1751882.041;1277574.936;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;167245;183;39;144;0;31;100;19;81;0;3378.2;223.75;3154.45;276;2878.45;0;ND;ND
D46;ELETROACRE;2012;2012D46;65.94;44.21;12.54;55.28;38.87;ND;ND;ND;1.456847121;222572;ND;ND;ND;815816.7747;0;195041.9737;620774.801;0;0.124484307;0.875515693;1.031281621;97993040.58;71506809.37;95167603.6;54801735.66;39964633.63;1600581.165;1181954.15;38346290.89;27964360.03;57915.9584;42768.22;1852296.441;1367834.08;1334220.464;985259.26;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;116656.501;85072.74937;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;28834;9;9;0;0;10;3;3;0;0;263.9;51.1;212.8;212.8;0;0;ND;ND
D47;ELETROCAR;2012;2012D47;15.63;15.07;8.09;16.16;15.48;ND;ND;ND;1.040543784;34245;ND;ND;ND;162903.394;0;55015.824;107887.57;0;0.198757031;0.801242969;1.026279761;20743996.94;15148600;20270912.75;15760665.66;11493600;1100679.219;812800;2714263.731;1979400;63375.72275;46800;74344.59784;54900;1030668.004;761100;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;0;0;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2186;4;4;0;0;0;3;3;0;0;65;0;65;65;0;0;ND;ND
D48;ELETROPAULO ;2012;2012D48;9.66;8.64;6.06;5.31;6.84;ND;ND;ND;0.947185673;6458298;ND;ND;ND;45609295.12;6314311.669;14743899.4;24551084.05;0.03619526;0.249364206;0.714440534;1.112075379;1757987489;1284295846;1605681083;872036201.6;635939845.5;83501577.27;61662000;639234202.5;466167000;4592031.535;3391000;39037007.69;28827000;119586468;88309000;ND;ND;ND;ND;0;0;0;ND;ND;ND;ND;ND;ND;ND;ND;5713052.14;4166292.051;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;195519;418;0;418;0;12;207;0;207;0;13245.4;270;12975.4;0;12975.4;0;ND;ND
